Sample,link,miRW-Flow
TCGA_GC_A3WC_01A,FKBP4_HSPA4,0.62903
TCGA_GC_A3WC_01A,FKBP4_NR3C1,0.75202
TCGA_GC_A3WC_01A,FKBP4_HSP90AA1,0.79738
TCGA_GC_A3WC_01A,FKBP4_PGR,0.29536
TCGA_GC_A3WC_01A,FKBP4_PHLPP1,0.4869
TCGA_GC_A3WC_01A,AKAP11_PRKACA,0.27117
TCGA_GC_A3WC_01A,AKAP11_PRKACB,0.24698
TCGA_GC_A3WC_01A,CFTR_PRKACA,0.22278
TCGA_GC_A3WC_01A,GABARAPL2_PRKACA,0.35988
TCGA_GC_A3WC_01A,CFTR_PRKACB,0.19355
TCGA_GC_A3WC_01A,GABARAPL2_PRKACB,0.32964
TCGA_GC_A3WC_01A,AKNAD1_CD74,0.60282
TCGA_GC_A3WC_01A,APP_CD74,0.96875
TCGA_GC_A3WC_01A,CD44_CD74,0.9244
TCGA_GC_A3WC_01A,CD74_RPL30,0.80343
TCGA_GC_A3WC_01A,CD74_RPS17,0.72278
TCGA_GC_A3WC_01A,CD74_MRPL36,0.77016
TCGA_GC_A3WC_01A,CD74_HLA-DPB1,0.82762
TCGA_GC_A3WC_01A,CD74_RSAD1,0.74294
TCGA_GC_A3WC_01A,CD74_RPL4,0.92036
TCGA_GC_A3WC_01A,CD74_RPS7,0.91028
TCGA_GC_A3WC_01A,CD74_RPLP1,0.90323
TCGA_GC_A3WC_01A,CD74_HLA-DQB1,0.81149
TCGA_GC_A3WC_01A,CD74_RPS5,0.91532
TCGA_GC_A3WC_01A,CD74_HLA-DOA,0.77923
TCGA_GC_A3WC_01A,CD74_RPL26L1,0.76613
TCGA_GC_A3WC_01A,CD74_MRPL33,0.75907
TCGA_GC_A3WC_01A,CD74_RPS28,0.91129
TCGA_GC_A3WC_01A,CD74_RPS25,0.91431
TCGA_GC_A3WC_01A,CD74_MED1,0.87903
TCGA_GC_A3WC_01A,CD74_CXCR4,0.90625
TCGA_GC_A3WC_01A,CD74_RPL10A,0.94153
TCGA_GC_A3WC_01A,CD74_HLA-DQA2,0.84173
TCGA_GC_A3WC_01A,CD74_MRPL12,0.73992
TCGA_GC_A3WC_01A,CD74_MRPL21,0.76008
TCGA_GC_A3WC_01A,CD74_RPL8,0.98488
TCGA_GC_A3WC_01A,CD74_RPS20,0.95867
TCGA_GC_A3WC_01A,CD74_MRPS9,0.73589
TCGA_GC_A3WC_01A,CD74_CTSS,0.83165
TCGA_GC_A3WC_01A,CD74_RPL23A,0.79839
TCGA_GC_A3WC_01A,CD74_RPL17,0.71371
TCGA_GC_A3WC_01A,CD74_HLA-DQB2,0.80444
TCGA_GC_A3WC_01A,CD74_RPS8,0.91734
TCGA_GC_A3WC_01A,CD74_MRPL17,0.7752
TCGA_GC_A3WC_01A,CD74_RPL22L1,0.75101
TCGA_GC_A3WC_01A,CD74_RPS15,0.9123
TCGA_GC_A3WC_01A,CD74_RPS2,0.91935
TCGA_GC_A3WC_01A,CD74_RPL24,0.91331
TCGA_GC_A3WC_01A,CD74_RPL37A,0.8004
TCGA_GC_A3WC_01A,CD74_MRPS6,0.74698
TCGA_GC_A3WC_01A,CD74_UBA52,0.8881
TCGA_GC_A3WC_01A,CD74_RPS6,0.91835
TCGA_GC_A3WC_01A,CD74_RPL26,0.73185
TCGA_GC_A3WC_01A,CD74_LGMN,0.77823
TCGA_GC_A3WC_01A,CD74_TUFM,0.94758
TCGA_GC_A3WC_01A,CD74_RPS24,0.84073
TCGA_GC_A3WC_01A,CD74_RPL11,0.97681
TCGA_GC_A3WC_01A,CD74_RPS27L,0.72077
TCGA_GC_A3WC_01A,CD74_RPS21,0.97077
TCGA_GC_A3WC_01A,CD74_RPL9,0.84677
TCGA_GC_A3WC_01A,CD74_RPL18,0.96371
TCGA_GC_A3WC_01A,CD74_HLA-DMA,0.83367
TCGA_GC_A3WC_01A,CD74_RPL7,0.93851
TCGA_GC_A3WC_01A,CD74_IMP3,0.74194
TCGA_GC_A3WC_01A,CD74_MRPL32,0.78125
TCGA_GC_A3WC_01A,CD74_RPL13,0.96472
TCGA_GC_A3WC_01A,CD74_MIF,0.88306
TCGA_GC_A3WC_01A,CD74_RPL6,0.96169
TCGA_GC_A3WC_01A,CD74_RPL36,0.96774
TCGA_GC_A3WC_01A,CD74_RPL27A,0.95363
TCGA_GC_A3WC_01A,CD74_HLA-DQA1,0.80948
TCGA_GC_A3WC_01A,CD74_RPS10,0.68851
TCGA_GC_A3WC_01A,CD74_HLA-DRB1,0.92843
TCGA_GC_A3WC_01A,CD74_RPL7A,0.97984
TCGA_GC_A3WC_01A,CD74_RPL23,0.95665
TCGA_GC_A3WC_01A,CD74_RPL7L1,0.76815
TCGA_GC_A3WC_01A,CD74_RPS19,0.97782
TCGA_GC_A3WC_01A,CD74_MRPS16,0.78931
TCGA_GC_A3WC_01A,CD74_RACK1,0.95968
TCGA_GC_A3WC_01A,CD74_RPL15,0.8377
TCGA_GC_A3WC_01A,CD74_RPL35,0.98085
TCGA_GC_A3WC_01A,CD74_RPSA,0.95565
TCGA_GC_A3WC_01A,CD74_RPS12,0.98589
TCGA_GC_A3WC_01A,CD74_RPL19,0.97379
TCGA_GC_A3WC_01A,CD74_RPS16,0.96976
TCGA_GC_A3WC_01A,CD74_RPL5,0.91633
TCGA_GC_A3WC_01A,CD74_RPL34,0.84476
TCGA_GC_A3WC_01A,CD74_RPS18,0.98387
TCGA_GC_A3WC_01A,CD74_RPL10,0.93649
TCGA_GC_A3WC_01A,CD74_CXCR2,0.88911
TCGA_GC_A3WC_01A,CD74_RPL12,0.97177
TCGA_GC_A3WC_01A,CD74_CTSB,0.94355
TCGA_GC_A3WC_01A,CD74_RPLP2,0.93952
TCGA_GC_A3WC_01A,CD74_IFI35,0.78629
TCGA_GC_A3WC_01A,CD74_RPS9,0.9627
TCGA_GC_A3WC_01A,CD74_RPL38,0.84375
TCGA_GC_A3WC_01A,CD74_RPL39,0.79435
TCGA_GC_A3WC_01A,CD74_RPL13A,0.94556
TCGA_GC_A3WC_01A,CD74_RPL10L,0.62601
TCGA_GC_A3WC_01A,CD74_RPS23,0.95262
TCGA_GC_A3WC_01A,CD74_RSRC1,0.74597
TCGA_GC_A3WC_01A,CD74_MRPL20,0.7873
TCGA_GC_A3WC_01A,CD74_HLA-DMB,0.79133
TCGA_GC_A3WC_01A,CD74_FAU,0.97883
TCGA_GC_A3WC_01A,CD74_PDCD11,0.77117
TCGA_GC_A3WC_01A,CD74_RPL22,0.74899
TCGA_GC_A3WC_01A,CD74_RPL29,0.96573
TCGA_GC_A3WC_01A,CD74_RPL27,0.97278
TCGA_GC_A3WC_01A,CD74_RPLP0,0.98185
TCGA_GC_A3WC_01A,CD74_RPL32,0.95766
TCGA_GC_A3WC_01A,CD74_EIF1AY,0.61794
TCGA_GC_A3WC_01A,CD74_RPS27A,0.90726
TCGA_GC_A3WC_01A,CD74_HLA-DOB,0.7369
TCGA_GC_A3WC_01A,CD74_RPS3A,0.82964
TCGA_GC_A3WC_01A,CD74_HLA-DRB5,0.92742
TCGA_GC_A3WC_01A,CD74_CTSL,0.9375
TCGA_GC_A3WC_01A,CD74_RPS13,0.96673
TCGA_GC_A3WC_01A,CD74_RPS3,0.97581
TCGA_GC_A3WC_01A,CD74_RPL3L,0.64113
TCGA_GC_A3WC_01A,CD74_HLA-DPA1,0.92641
TCGA_GC_A3WC_01A,CD74_MRNIP,0.7127
TCGA_GC_A3WC_01A,CD74_RPS11,0.98286
TCGA_GC_A3WC_01A,CD74_RPL28,0.9506
TCGA_GC_A3WC_01A,CD74_RPS27,0.94456
TCGA_GC_A3WC_01A,CD74_DOCK4,0.69456
TCGA_GC_A3WC_01A,CD74_EIF5B,0.75806
TCGA_GC_A3WC_01A,CD74_MRPL9,0.78831
TCGA_GC_A3WC_01A,CD74_RPL3,0.94254
TCGA_GC_A3WC_01A,CD74_RPL31,0.95464
TCGA_GC_A3WC_01A,CD74_FLT3LG,0.87802
TCGA_GC_A3WC_01A,CD74_RPL37,0.83972
TCGA_GC_A3WC_01A,CD74_MRPL27,0.77419
TCGA_GC_A3WC_01A,CD74_RPL35A,0.96069
TCGA_GC_A3WC_01A,CD74_MRPL19,0.76109
TCGA_GC_A3WC_01A,CD74_RPS26,0.82157
TCGA_GC_A3WC_01A,CD74_RPL18A,0.9496
TCGA_GC_A3WC_01A,CD74_EIF1AX,0.77319
TCGA_GC_A3WC_01A,CD74_EEF2,0.94859
TCGA_GC_A3WC_01A,CD74_HLA-DRA,0.92944
TCGA_GC_A3WC_01A,CD74_RPL21,0.84577
TCGA_GC_A3WC_01A,CD74_RPL39L,0.69859
TCGA_GC_A3WC_01A,CD74_RPL14,0.82258
TCGA_GC_A3WC_01A,CD74_DDT,0.64012
TCGA_GC_A3WC_01A,CD74_FANCE,0.93044
TCGA_GC_A3WC_01A,CD74_RPS29,0.81452
TCGA_GC_A3WC_01A,AKT1S1_RB1CC1,0.4002
TCGA_GC_A3WC_01A,ATG10_RB1CC1,0.25605
TCGA_GC_A3WC_01A,ATG101_RB1CC1,0.34073
TCGA_GC_A3WC_01A,ATG12_RB1CC1,0.33367
TCGA_GC_A3WC_01A,ATG13_RB1CC1,0.39516
TCGA_GC_A3WC_01A,ATG14_RB1CC1,0.34476
TCGA_GC_A3WC_01A,ATG16L1_RB1CC1,0.30242
TCGA_GC_A3WC_01A,ATG16L2_RB1CC1,0.27218
TCGA_GC_A3WC_01A,ATG3_RB1CC1,0.3619
TCGA_GC_A3WC_01A,ATG5_RB1CC1,0.59173
TCGA_GC_A3WC_01A,ATG7_RB1CC1,0.25202
TCGA_GC_A3WC_01A,BECN1_RB1CC1,0.38105
TCGA_GC_A3WC_01A,BECN2_RB1CC1,0.17238
TCGA_GC_A3WC_01A,C9orf72_RB1CC1,0.28427
TCGA_GC_A3WC_01A,CALCOCO2_RB1CC1,0.40423
TCGA_GC_A3WC_01A,CCPG1_RB1CC1,0.26915
TCGA_GC_A3WC_01A,GABARAP_RB1CC1,0.16835
TCGA_GC_A3WC_01A,GABARAPL1_RB1CC1,0.39718
TCGA_GC_A3WC_01A,GABARAPL2_RB1CC1,0.4244
TCGA_GC_A3WC_01A,MAP3K5_RB1CC1,0.37097
TCGA_GC_A3WC_01A,MTOR_RB1CC1,0.60786
TCGA_GC_A3WC_01A,NBR1_RB1CC1,0.38004
TCGA_GC_A3WC_01A,NRBF2_RB1CC1,0.36694
TCGA_GC_A3WC_01A,OPTN_RB1CC1,0.62198
TCGA_GC_A3WC_01A,PIK3C3_RB1CC1,0.29637
TCGA_GC_A3WC_01A,PIK3R4_RB1CC1,0.39919
TCGA_GC_A3WC_01A,PTK2_RB1CC1,0.7621
TCGA_GC_A3WC_01A,PTK2B_RB1CC1,0.72581
TCGA_GC_A3WC_01A,RB1CC1_ULK2,0.24194
TCGA_GC_A3WC_01A,RB1CC1_ULK1,0.38407
TCGA_GC_A3WC_01A,RB1CC1_SQSTM1,0.4506
TCGA_GC_A3WC_01A,RB1CC1_TP53,0.71472
TCGA_GC_A3WC_01A,RB1CC1_WIPI2,0.33266
TCGA_GC_A3WC_01A,RB1CC1_RPTOR,0.31855
TCGA_GC_A3WC_01A,ALDH1A1_CYP26B1,0.86593
TCGA_GC_A3WC_01A,ALDH1A2_CYP26B1,0.19153
TCGA_GC_A3WC_01A,ALDH1A3_CYP26B1,0.45363
TCGA_GC_A3WC_01A,AOX1_CYP26B1,0.27319
TCGA_GC_A3WC_01A,CYP1A1_CYP26B1,0.14819
TCGA_GC_A3WC_01A,CYP1A2_CYP26B1,0.14919
TCGA_GC_A3WC_01A,CYP26A1_CYP26B1,0.13508
TCGA_GC_A3WC_01A,CYP26B1_CYP2C9,0.1623
TCGA_GC_A3WC_01A,CYP26B1_CYP4A22,0.13609
TCGA_GC_A3WC_01A,CYP26B1_CYP3A7,0.14718
TCGA_GC_A3WC_01A,CYP26B1_CYP3A5,0.28931
TCGA_GC_A3WC_01A,CYP26B1_CYP2C8,0.15726
TCGA_GC_A3WC_01A,CYP26B1_CYP2S1,0.64718
TCGA_GC_A3WC_01A,CYP26B1_CYP26C1,0.14012
TCGA_GC_A3WC_01A,CYP26B1_CYP3A7-CYP3A51P,0.14214
TCGA_GC_A3WC_01A,CYP26B1_CYP3A4,0.1502
TCGA_GC_A3WC_01A,CYP26B1_CYP2C18,0.18851
TCGA_GC_A3WC_01A,CYP26B1_CYP2A6,0.16935
TCGA_GC_A3WC_01A,CYP26B1_CYP2B6,0.14415
TCGA_GC_A3WC_01A,CYP26B1_CYP4A11,0.13911
TCGA_GC_A3WC_01A,CYP26B1_STRA8,0.15121
TCGA_GC_A3WC_01A,ANPEP_RTN4R,0.57258
TCGA_GC_A3WC_01A,LINGO1_RTN4R,0.18145
TCGA_GC_A3WC_01A,MAG_RTN4R,0.13206
TCGA_GC_A3WC_01A,NGFR_RTN4R,0.33972
TCGA_GC_A3WC_01A,OMG_RTN4R,0.16028
TCGA_GC_A3WC_01A,RTN4_RTN4R,0.54032
TCGA_GC_A3WC_01A,RTN4R_TNFRSF19,0.17641
TCGA_GC_A3WC_01A,APC_DVL2,0.66935
TCGA_GC_A3WC_01A,APC2_DVL2,0.1875
TCGA_GC_A3WC_01A,ARRB1_DVL2,0.22984
TCGA_GC_A3WC_01A,ARRB2_DVL2,0.41734
TCGA_GC_A3WC_01A,AXIN1_DVL2,0.38609
TCGA_GC_A3WC_01A,AXIN2_DVL2,0.65121
TCGA_GC_A3WC_01A,BAMBI_DVL2,0.3125
TCGA_GC_A3WC_01A,CSNK1E_DVL2,0.41028
TCGA_GC_A3WC_01A,CSNK2A1_DVL2,0.33871
TCGA_GC_A3WC_01A,CSNK2A2_DVL2,0.30645
TCGA_GC_A3WC_01A,CSNK2A3_DVL2,0.17742
TCGA_GC_A3WC_01A,CSNK2B_DVL2,0.29839
TCGA_GC_A3WC_01A,CTNNB1_DVL2,0.51714
TCGA_GC_A3WC_01A,CXXC4_DVL2,0.20968
TCGA_GC_A3WC_01A,DAAM1_DVL2,0.32359
TCGA_GC_A3WC_01A,DAAM2_DVL2,0.19758
TCGA_GC_A3WC_01A,DACT1_DVL2,0.23891
TCGA_GC_A3WC_01A,DVL1_DVL2,0.45867
TCGA_GC_A3WC_01A,DVL2_GNAQ,0.3881
TCGA_GC_A3WC_01A,DVL2_FRAT1,0.24899
TCGA_GC_A3WC_01A,DVL2_NOTCH3,0.45968
TCGA_GC_A3WC_01A,DVL2_WNT3A,0.59879
TCGA_GC_A3WC_01A,DVL2_VANGL1,0.39415
TCGA_GC_A3WC_01A,DVL2_DVL3,0.48185
TCGA_GC_A3WC_01A,DVL2_FZD5,0.28024
TCGA_GC_A3WC_01A,DVL2_FRAT2,0.33669
TCGA_GC_A3WC_01A,DVL2_NOTCH1,0.75605
TCGA_GC_A3WC_01A,DVL2_NKD2,0.20565
TCGA_GC_A3WC_01A,DVL2_PRICKLE1,0.22681
TCGA_GC_A3WC_01A,DVL2_WWTR1,0.70363
TCGA_GC_A3WC_01A,DVL2_FZD4,0.3004
TCGA_GC_A3WC_01A,DVL2_PRICKLE3,0.37702
TCGA_GC_A3WC_01A,DVL2_FZD7,0.40323
TCGA_GC_A3WC_01A,DVL2_FZD2,0.23286
TCGA_GC_A3WC_01A,DVL2_NOTCH2,0.3629
TCGA_GC_A3WC_01A,DVL2_NKD1,0.18649
TCGA_GC_A3WC_01A,DVL2_LRP6,0.30847
TCGA_GC_A3WC_01A,DVL2_FZD8,0.2006
TCGA_GC_A3WC_01A,DVL2_FZD1,0.31048
TCGA_GC_A3WC_01A,DVL2_GSK3B,0.34778
TCGA_GC_A3WC_01A,DVL2_WNT5A,0.85585
TCGA_GC_A3WC_01A,DVL2_PARD6A,0.24798
TCGA_GC_A3WC_01A,DVL2_SENP2,0.35383
TCGA_GC_A3WC_01A,DVL2_PLK1,0.36794
TCGA_GC_A3WC_01A,DVL2_PRICKLE2,0.21169
TCGA_GC_A3WC_01A,DVL2_NOTCH4,0.2369
TCGA_GC_A3WC_01A,DVL2_FZD6,0.46069
TCGA_GC_A3WC_01A,DVL2_PRICKLE4,0.17137
TCGA_GC_A3WC_01A,DVL2_VANGL2,0.39315
TCGA_GC_A3WC_01A,DVL2_INVS,0.32661
TCGA_GC_A3WC_01A,DVL2_FZD9,0.15222
TCGA_GC_A3WC_01A,ARF5_RAB11FIP3,0.04536
TCGA_GC_A3WC_01A,ARMC8_RANBP9,0.27722
TCGA_GC_A3WC_01A,DDX4_RANBP9,0.11794
TCGA_GC_A3WC_01A,GID4_RANBP9,0.27419
TCGA_GC_A3WC_01A,GID8_RANBP9,0.35181
TCGA_GC_A3WC_01A,L1CAM_RANBP9,0.55242
TCGA_GC_A3WC_01A,MAEA_RANBP9,0.2873
TCGA_GC_A3WC_01A,MKLN1_RANBP9,0.25
TCGA_GC_A3WC_01A,MPHOSPH8_RANBP9,0.31653
TCGA_GC_A3WC_01A,RANBP10_RANBP9,0.29133
TCGA_GC_A3WC_01A,RANBP9_WDR26,0.34879
TCGA_GC_A3WC_01A,RANBP9_YPEL5,0.36996
TCGA_GC_A3WC_01A,RANBP9_RMND5A,0.33165
TCGA_GC_A3WC_01A,ARNTL_CRY1,0.19254
TCGA_GC_A3WC_01A,BHLHE40_CRY1,0.71573
TCGA_GC_A3WC_01A,BHLHE41_CRY1,0.22883
TCGA_GC_A3WC_01A,CLOCK_CRY1,0.21069
TCGA_GC_A3WC_01A,CRY1_PRKAG3,0.10585
TCGA_GC_A3WC_01A,CRY1_PRH2,0.10685
TCGA_GC_A3WC_01A,CRY1_PRH1,0.10786
TCGA_GC_A3WC_01A,CRY1_NPAS2,0.11694
TCGA_GC_A3WC_01A,CRY1_NFIL3,0.6744
TCGA_GC_A3WC_01A,CRY1_CRY2,0.23992
TCGA_GC_A3WC_01A,CRY1_NR1D1,0.25907
TCGA_GC_A3WC_01A,CRY1_PRKAB2,0.23387
TCGA_GC_A3WC_01A,CRY1_TIMELESS,0.30746
TCGA_GC_A3WC_01A,CRY1_CSNK1D,0.27923
TCGA_GC_A3WC_01A,CRY1_PRKAG1,0.28125
TCGA_GC_A3WC_01A,CRY1_PRKAA1,0.2631
TCGA_GC_A3WC_01A,CRY1_FBXL3,0.23589
TCGA_GC_A3WC_01A,CRY1_TPTEP2-CSNK1E,0.10484
TCGA_GC_A3WC_01A,CRY1_NR3C1,0.39012
TCGA_GC_A3WC_01A,CRY1_CSNK1E,0.26613
TCGA_GC_A3WC_01A,CRY1_RORB,0.14617
TCGA_GC_A3WC_01A,CRY1_PRKAG2,0.13105
TCGA_GC_A3WC_01A,CRY1_PER1,0.29435
TCGA_GC_A3WC_01A,CRY1_PRKAB1,0.24395
TCGA_GC_A3WC_01A,CRY1_PER2,0.21875
TCGA_GC_A3WC_01A,CRY1_RORA,0.11391
TCGA_GC_A3WC_01A,CRY1_PER3,0.1754
TCGA_GC_A3WC_01A,CRY1_PRKAA2,0.1119
TCGA_GC_A3WC_01A,CRY1_NR1D2,0.2752
TCGA_GC_A3WC_01A,ATG10_GABARAPL2,0.25403
TCGA_GC_A3WC_01A,ATG12_GABARAPL2,0.33569
TCGA_GC_A3WC_01A,ATG13_GABARAPL2,0.37903
TCGA_GC_A3WC_01A,ATG14_GABARAPL2,0.34274
TCGA_GC_A3WC_01A,ATG16L1_GABARAPL2,0.30141
TCGA_GC_A3WC_01A,ATG3_GABARAPL2,0.38206
TCGA_GC_A3WC_01A,ATG4A_GABARAPL2,0.31452
TCGA_GC_A3WC_01A,ATG4B_GABARAPL2,0.33468
TCGA_GC_A3WC_01A,ATG4C_GABARAPL2,0.30343
TCGA_GC_A3WC_01A,ATG4D_GABARAPL2,0.37198
TCGA_GC_A3WC_01A,ATG5_GABARAPL2,0.63004
TCGA_GC_A3WC_01A,ATG7_GABARAPL2,0.27823
TCGA_GC_A3WC_01A,BCL2L13_GABARAPL2,0.34577
TCGA_GC_A3WC_01A,BECN1_GABARAPL2,0.36895
TCGA_GC_A3WC_01A,BECN2_GABARAPL2,0.18246
TCGA_GC_A3WC_01A,BNIP3_GABARAPL2,0.67339
TCGA_GC_A3WC_01A,BNIP3L_GABARAPL2,0.75504
TCGA_GC_A3WC_01A,CALCOCO2_GABARAPL2,0.39113
TCGA_GC_A3WC_01A,CD300C_GABARAPL2,0.25101
TCGA_GC_A3WC_01A,FUNDC1_GABARAPL2,0.36391
TCGA_GC_A3WC_01A,GABARAP_GABARAPL2,0.1744
TCGA_GC_A3WC_01A,GABARAPL1_GABARAPL2,0.37601
TCGA_GC_A3WC_01A,GABARAPL2_PLEKHM1,0.2621
TCGA_GC_A3WC_01A,GABARAPL2_WIPI2,0.33065
TCGA_GC_A3WC_01A,GABARAPL2_MAP1B,0.3246
TCGA_GC_A3WC_01A,GABARAPL2_SQSTM1,0.46875
TCGA_GC_A3WC_01A,GABARAPL2_NBR1,0.41431
TCGA_GC_A3WC_01A,GABARAPL2_MAP1A,0.21573
TCGA_GC_A3WC_01A,GABARAPL2_SIRT1,0.69254
TCGA_GC_A3WC_01A,GABARAPL2_TBC1D5,0.28528
TCGA_GC_A3WC_01A,GABARAPL2_PEX6,0.32762
TCGA_GC_A3WC_01A,GABARAPL2_PEX10,0.27016
TCGA_GC_A3WC_01A,GABARAPL2_PSMD4,0.45262
TCGA_GC_A3WC_01A,GABARAPL2_ULK1,0.37399
TCGA_GC_A3WC_01A,GABARAPL2_TBC1D15,0.31552
TCGA_GC_A3WC_01A,GABARAPL2_TAX1BP1,0.375
TCGA_GC_A3WC_01A,GABARAPL2_ULK2,0.22782
TCGA_GC_A3WC_01A,GABARAPL2_RETREG1,0.20464
TCGA_GC_A3WC_01A,GABARAPL2_PRKACG,0.15927
TCGA_GC_A3WC_01A,GABARAPL2_TBC1D17,0.35685
TCGA_GC_A3WC_01A,GABARAPL2_PIK3R4,0.3498
TCGA_GC_A3WC_01A,GABARAPL2_TP53INP2,0.31754
TCGA_GC_A3WC_01A,GABARAPL2_TBC1D25,0.31956
TCGA_GC_A3WC_01A,GABARAPL2_UBA5,0.3377
TCGA_GC_A3WC_01A,GABARAPL2_PIK3C3,0.29335
TCGA_GC_A3WC_01A,GABARAPL2_OPTN,0.65827
TCGA_GC_A3WC_01A,ATM_ERCC1,0.79032
TCGA_GC_A3WC_01A,ATP23_ERCC1,0.57661
TCGA_GC_A3WC_01A,BRCA1_ERCC1,0.81552
TCGA_GC_A3WC_01A,CETN2_ERCC1,0.92339
TCGA_GC_A3WC_01A,DCLRE1C_ERCC1,0.65423
TCGA_GC_A3WC_01A,EME1_ERCC1,0.60685
TCGA_GC_A3WC_01A,ERCC1_ERCC2,0.85786
TCGA_GC_A3WC_01A,ERCC1_RAD52,0.78528
TCGA_GC_A3WC_01A,ERCC1_ERCC8,0.6996
TCGA_GC_A3WC_01A,ERCC1_PAXX,0.86089
TCGA_GC_A3WC_01A,ERCC1_KDM1A,0.8619
TCGA_GC_A3WC_01A,ERCC1_RCOR1,0.67944
TCGA_GC_A3WC_01A,ERCC1_FANCM,0.70262
TCGA_GC_A3WC_01A,ERCC1_XRCC4,0.82661
TCGA_GC_A3WC_01A,ERCC1_ERCC5,0.5252
TCGA_GC_A3WC_01A,ERCC1_XPC,0.7994
TCGA_GC_A3WC_01A,ERCC1_RAD51,0.67137
TCGA_GC_A3WC_01A,ERCC1_LIG4,0.86996
TCGA_GC_A3WC_01A,ERCC1_MSH2,0.67641
TCGA_GC_A3WC_01A,ERCC1_ERCC4,0.74798
TCGA_GC_A3WC_01A,ERCC1_XPA,0.92137
TCGA_GC_A3WC_01A,ERCC1_XRCC5,0.9748
TCGA_GC_A3WC_01A,ERCC1_ERCC3,0.89214
TCGA_GC_A3WC_01A,ERCC1_XRCC1,0.90927
TCGA_GC_A3WC_01A,ERCC1_XRCC6,0.99899
TCGA_GC_A3WC_01A,ERCC1_MSH3,0.67238
TCGA_GC_A3WC_01A,ERCC1_MSH6,0.7631
TCGA_GC_A3WC_01A,ERCC1_FEN1,0.93145
TCGA_GC_A3WC_01A,ERCC1_POLD1,0.88105
TCGA_GC_A3WC_01A,ERCC1_FANCI,0.83569
TCGA_GC_A3WC_01A,ERCC1_RAD23B,0.99798
TCGA_GC_A3WC_01A,ERCC1_SLX1A,0.35887
TCGA_GC_A3WC_01A,ERCC1_MUS81,0.71069
TCGA_GC_A3WC_01A,ERCC1_PRKDC,0.93448
TCGA_GC_A3WC_01A,ERCC1_ERCC6,0.5131
TCGA_GC_A3WC_01A,ERCC1_NHEJ1,0.43548
TCGA_GC_A3WC_01A,ERCC1_PHF21A,0.66129
TCGA_GC_A3WC_01A,ERCC1_FANCD2,0.78024
TCGA_GC_A3WC_01A,ERCC1_SLX4,0.64617
TCGA_GC_A3WC_01A,B3GALT6_B4GALT7,0.10282
TCGA_GC_A3WC_01A,B4GALT7_XYLT2,0.11895
TCGA_GC_A3WC_01A,B4GALT7_XYLT1,0.09274
TCGA_GC_A3WC_01A,GRB2_XYLT2,0.27621
TCGA_GC_A3WC_01A,SLC6A20_XYLT2,0.09476
TCGA_GC_A3WC_01A,XYLT1_XYLT2,0.0998
TCGA_GC_A3WC_01A,BAG3_HSPB6,0.7248
TCGA_GC_A3WC_01A,HSPB1_HSPB6,0.98891
TCGA_GC_A3WC_01A,HSPB6_SFN,0.99597
TCGA_GC_A3WC_01A,BAIAP2L1_WASL,0.04536
TCGA_GC_A3WC_01A,BCS1L_COX15,0.48891
TCGA_GC_A3WC_01A,COX10_COX15,0.50504
TCGA_GC_A3WC_01A,COX11_COX15,0.44254
TCGA_GC_A3WC_01A,COX15_UQCRFS1,0.63206
TCGA_GC_A3WC_01A,COX15_MT-CO2,0.99496
TCGA_GC_A3WC_01A,COX15_SURF1,0.69153
TCGA_GC_A3WC_01A,COX15_SCO2,0.40121
TCGA_GC_A3WC_01A,COX15_CYC1,0.90524
TCGA_GC_A3WC_01A,COX15_SCO1,0.48589
TCGA_GC_A3WC_01A,COX15_COX6B1,0.9002
TCGA_GC_A3WC_01A,COX15_MT-CO3,0.99093
TCGA_GC_A3WC_01A,COX15_MT-CO1,0.99395
TCGA_GC_A3WC_01A,COX15_PET117,0.22177
TCGA_GC_A3WC_01A,COX15_COX5A,0.69758
TCGA_GC_A3WC_01A,BLNK_LCP2,0.3256
TCGA_GC_A3WC_01A,BTK_LCP2,0.40524
TCGA_GC_A3WC_01A,CBL_LCP2,0.44859
TCGA_GC_A3WC_01A,CD247_LCP2,0.36593
TCGA_GC_A3WC_01A,CD3D_LCP2,0.49496
TCGA_GC_A3WC_01A,CD6_LCP2,0.6502
TCGA_GC_A3WC_01A,FYB1_LCP2,0.47077
TCGA_GC_A3WC_01A,FYN_LCP2,0.42641
TCGA_GC_A3WC_01A,GRAP_LCP2,0.21371
TCGA_GC_A3WC_01A,GRAP2_LCP2,0.28327
TCGA_GC_A3WC_01A,GRB2_LCP2,0.54335
TCGA_GC_A3WC_01A,ITK_LCP2,0.30948
TCGA_GC_A3WC_01A,LAT_LCP2,0.21673
TCGA_GC_A3WC_01A,LCK_LCP2,0.44758
TCGA_GC_A3WC_01A,LCP2_TYROBP,0.64214
TCGA_GC_A3WC_01A,LCP2_NCK2,0.52621
TCGA_GC_A3WC_01A,LCP2_RABIF,0.47984
TCGA_GC_A3WC_01A,LCP2_TEC,0.23185
TCGA_GC_A3WC_01A,LCP2_MAP4K1,0.38508
TCGA_GC_A3WC_01A,LCP2_PTPN11,0.78327
TCGA_GC_A3WC_01A,LCP2_VAV3,0.43851
TCGA_GC_A3WC_01A,LCP2_PTPN6,0.5756
TCGA_GC_A3WC_01A,LCP2_LYN,0.81956
TCGA_GC_A3WC_01A,LCP2_PTPRC,0.63911
